Produto,Preço,Marca
Besilato De Anlodipino 5mg Neo Química 30 Comprimidos - Genérico,"R$36,41",Neo Química
Permear Harpagophytum Procumbens 300mg 30 Comprimidos,"R$26,79",Permear
Zinpass Rosuvastatina Cálcica 20mg 30 Comprimidos,"R$14,50",Zinpass
Vertix Dicloridrato De Flunarizina 5mg/Ml Solução Oral 30ml,"R$17,49",Vertix
Tamiram Levofloxacino Hemi-Hidratado 750mg 5 Comprimidos,"R$5,90",Tamiram
Paco Paracetamol 500mg + Fosfato De Codeína 30mg 24 Comprimidos,"R$222,99",Paco
Zinpass Rosuvastatina Cálcica 10mg 30 Comprimidos,"R$101,99",Zinpass
Acebrofilina 10mg/Ml Xarope 120ml Neo Química Genérico,"R$13,49",Neo Química
Perivasc Diosmina 450mg + Hesperidina 50mg 60 Comprimidos,"R$116,48",Perivasc
"Maleato De Dexclorfeniramina 0,4mg/Ml + Betametasona 0,05mg/Ml Xarope 120ml Neo Química Genérico","R$56,79",Hypera
Eficentus Oxalato De Escitalopram 10mg 30 Comprimidos,"R$65,19",Eficentus
Atlansil Cloridrato De Amiodarona 200mg 20 Comprimidos,"R$39,41",Atlansil
Bactrim Sulfametoxazol 200mg + Trimetoprima 40mg Suspensão Oral 100ml,"R$129,00",Bactrim
Aciclovir 50mg/G Creme Dermatológico 10g Aché Genérico,"R$15,49",Aché
Busonid Budesonida 50mcg Spray Nasal 120 Doses 6ml,"R$79,99",Busonid
Klaricid UD Claritromicina 500mg 10 Comprimidos,"R$46,99",Klaricid Ud
"Flogo-Rosa Benzidamina 53,2mg/G Pó 10 Envelopes","R$25,99",Flogo Rosa
Ginkomed Ginkgo Biloba 80mg 30 Comprimidos,"R$11,79",Ginkomed
Insulina Apidra Solostar 100UI/Ml Solução Injetável 3ml + Caneta Descartável Geladeira,"R$37,39",Apidra
Oxalato De Escitalopram 10mg 30 Comprimidos Eurofarma Genérico,"R$236,99",Eurofarma
Plaquinol Sulfato De Hidroxicloroquina 400mg 30 Comprimidos,"R$51,99",Plaquinol
Cetrolac Trometamol Cetorolaco 5mg/Ml Solução Oftálmica Estéril 5ml,"R$22,75",Cetrolac
Imuran Azatioprina 50mg 50 Comprimidos,"R$46,99",Imuran
Somalgin Cardio Ácido Acetilsalicílico 325mg 32 Comprimidos,"R$48,79",Somalgin Cardio
Senes Cloridrato De Donepezila 5mg 30 Comprimidos,"R$145,00",Senes
Varicoss Cumarina 15mg + Troxerrutina 90mg 60 Comprimidos,"R$63,99",Varicoss
Maleato De Dexclorfeniramina 2mg 20 Comprimidos EMS Neo Química Genérico,"R$214,99",Maleato De Dexclorfeniramina
Estalis Estradiol 50mcg + Acetato De Noretisterona 140mcg 8 Adesivos Transdérmicos Geladeira,"R$46,39",Estalis
Paracetamol 200mg Solução Oral 15ml Neo Química Genérico,"R$12,39",Paracetamol
Sumaxpro Succinato De Sumatriptana 50mg + Naproxeno Sódico 500mg 2 Comprimidos,"R$14,66",Sumaxpro
Janumet XR Fosfato De Sitagliptina 50mg + Cloridrato De Metformina 500mg 60 Comprimidos,"R$318,98",Janumet Xr
Androgel 50mg Gel Transdérmico 30 Envelopes Com 5g Cada,"R$256,99",Androgel
Duspatalin Cloridrato De Mebeverina 200mg 60 Cápsulas De Liberação Prolongada,"R$390,99",Duspatalin
Ezetimiba 10mg - 30 Comprimidos Biolab Genérico,"R$27,59",Biolab
Androsten UNO Tribulus Terrestris 280mg 15 Comprimidos,"R$184,99",Androsten
Enxak Mesilato De Di-Hidroergotamina 1mg + Dipirona Monoidratada 350mg + Cafeína 100mg 12 Comprimidos,"R$79,55",Enxak
Tadalafila 5mg 30 Comprimidos Eurofarma Genérico,"R$20,59",Eurofarma
Xarelto 20mg 28 Comprimidos,"R$25,99",Xarelto
"Puran T4 Levotiroxina Sódica 12,5mcg 30 Comprimidos","R$268,76",Puran T4
Ursacol Ácido Ursodesoxicólico 150mg 30 Comprimidos,"R$3,87",Ursacol
Levolukast Montelucaste Sódico 10mg + Dicloridrato De Levocetirizina 5mg 7 Comprimidos,"R$3,10",Levolukast
Prolia Denosumabe 60mg/Ml Solução Injetável 1 Seringa De 1ml Geladeira,"R$111,40",Prolia
Artrolive Sulfato De Condroitina 400mg + Sulfato De Glicosamina 500mg 90 Cápsulas,"R$52,38",Artrolive
Scalid Nimesulida 100mg 12 Drágeas,"R$879,73",Scalid
Ursacol Ácido Ursodesoxicólico 300mg 30 Comprimidos,"R$172,84",Ursacol
Tadalafila 20mg 4 Comprimidos Aché Genérico,"R$10,59",Aché
Azorga Brinzolamida 10mg/Ml + Maleato De Timolol 5mg/Ml Suspensão Oftálmica 6ml,"R$220,20",Azorga
Ursacol Acido Ursodesoxicolico 50mg 30 Comprimidos,"R$30,99",Ursacol
Vitamina D Dprev Colecalciferol 7.000UI 8 Comprimidos,"R$106,30",Dprev
Insulina NovoRapid FlexPen 100U/Ml Solução Injetável 1 Sistema De Aplicação De 3ml Geladeira,"R$64,79",Novorapid
Predsim Fosfato Sódico De Prednisolona 11mg/Ml Gotas 20ml,"R$27,00",Predsim
Nesina 25mg 30 Comprimidos,"R$13,50",Nesina
Zetia Ezetimiba 10mg 60 Comprimidos,"R$53,59",Zetia
"Omcilon-A Orabase Triancinolona Acetonida 1,0mg/G Pomada 10g","R$45,39",Omcilon A
"Drospirenona 3mg + Etinilestradiol 0,02mg 24 Comprimidos EMS Genérico","R$145,94",Ems
Seebri Brometo De Glicopirronio 50mcg 30 Cápsulas,"R$126,99",Seebri
Insulina Apidra Solostar 100UI/Ml Solução Injetável 3ml + Caneta Descartável Geladeira,"R$26,49",Apidra
Uniprazol Omeprazol 20mg 28 Cápsulas,"R$37,99",Uniprazol
Amoxicilina Tri-Hidratada 875mg + Clavulanato De Potássio 125mg 14 Comprimidos Aché Genérico,"R$264,18",Biosintética
Donila DUO Cloridrato De Donepezila 10mg + Cloridrato De Memantina 5mg 7 Comprimidos,"R$46,99",Donila
Ixium Imiquimode 50mg/G Creme Dermatológico 12 Sachês De 250mg Cada,"R$7,63",Ixium
Donila Duo Cloridrato De Donepezila 10mg + Cloridrato De Memantina 20mg 30 Comprimidos,"R$85,99",Donila
Bactrim Sulfametoxazol 200mg + Trimetoprima 40mg Suspensão Oral 100ml,"R$31,78",Bactrim
"Invega Sustenna Palmitato De Paliperidon 150mg Solução Injetável 1,5ml","R$194,27",Invega
"Cutisanol Subgalato De Bismuto 1,5mg/G + Óxido De Zinco 45mg/G Gel 100g","R$157,29",Cutisanol
Nevrix Tiamina 100mg + Piridoxina 100mg + Cianocobalamina 5mg 20 Comprimidos,"R$25,99",Nevrix
Beserol Carisoprodol 125mg + Diclofenaco Sodico 50mg + Paracetamol 300mg + Cafeina 30mg 12 Comprimidos,"R$2720,00",Beserol
"Celestone Soluspan Acetato De Betametasona 3mg/Ml + Fosfato Dissódico De Betametasona 3,945mg/Ml Solução Injetável 1 Ampola De 1ml","R$73,73",Celestone
Janumet XR Fosfato De Sitagliptina 50mg + Cloridrato De Metformina 1000mg 60 Comprimidos,"R$70,99",Janumet Xr
Stalevo Levodopa 100mg + Carbidopa 25mg + Entacapona 200mg 30 Comprimidos,"R$18,69",Stalevo
Cetrolac Trometamol Cetorolaco 5mg/Ml Solução Oftálmica Estéril 5ml,"R$32,99",Cetrolac
Imuran Azatioprina 50mg 50 Comprimidos,"R$255,99",Imuran
Cebralat Cilostazol 50mg 60 Comprimidos,"R$259,23",Cebralat
Amoxicilina Tri-Hidratada 875mg + Clavulanato De Potássio 125mg 20 Comprimidos Aché Genérico,"R$63,99",Aché
"Invega Sustenna Palmitato De Paliperidona 50mg Solução Injetável 0,5ml","R$214,99",Invega
Risperidona 1mg 30 Comprimidos Sandoz Genérico,"R$41,79",Sandoz
Xarelto Rivaroxabana 20mg 14 Comprimidos,"R$95,49",Xarelto
Donila DUO Cloridrato De Donepezila 10mg + Cloridrato De Memantina 15mg 7 Comprimidos,"R$1732,06",Donila
Neutrofer Glicinato Férrico 500mg 30 Comprimidos,"R$71,99",Neutrofer
"Diprosalic Dipropionato De Betametasona 0,5mg/Ml + Ácido Salicílico 20mg/Ml Solução 30ml","R$51,59",Diprosalic
Depo-Medrol Acetato De Metilprednisolona 40mg/Ml 1 Ampola,"R$29,75",Depo Medrol
Depakene Ácido Valproico 250mg 25 Cápsulas,"R$33,19",Depakene
Scalid Nimesulida 100mg 12 Drágeas,"R$26,55",Scalid
Enxak Mesilato De Di-Hidroergotamina 1mg + Dipirona Monoidratada 350mg + Cafeína 100mg 12 Comprimidos,"R$10,59",Enxak
Cetoprofeno 20mg/Ml Solução Oral 20ml Teuto Genérico,"R$20,59",Teuto
"Miranova Levonorgestrel 0,10mg + Etinilestradiol 0,02mg 21 Comprimidos","R$15,79",Miranova
Resist Cloridrato De Lisina 500mg 30 Cápsulas,"R$29,69",Resist
Decadron Dexametasona 4mg 10 Comprimidos,"R$66,19",Decadron
Puran T4 Levotiroxina Sódica 175mcg 30 Comprimidos,"R$24,99",Puran T4
"Decadron Fosfato Dissódico De Dexametasona 4mg/2,5ml Solução Injetável 1 Ampola De 2,5ml","R$32,19",Decadron
"Decadron Acetato De Dexametasona 0,5mg 20 Comprimidos","R$21,59",Decadron
Cloridrato De Bupropiona 150mg 60 Comprimidos Nova Química Genérico Liberação 12 Horas,"R$11,79",Cloridrato de Bupropiona
"Carvedilol 3,125mg 30 Comprimidos Aché Biosintética Genérico","R$98,49",Aché
"Decadron Colirio Sulfato De Neomicina 3,5mg + Fosfato Dissódico De Dexametasona 1mg Solução Oftálmica 5ml","R$14,09",Decadron Colirio
Decadron Fosfato Dissodico De Dexametasona 2mg/Ml Solução Injetável 2 Ampolas De 1ml,"R$16,99",Decadron
Topamax Topiramato 25mg 60 Comprimidos,"R$17,49",Topamax
Seloken Tartarato De Metoprolol 100mg 30 Comprimidos,"R$274,99",Seloken
Finastil Finasterida 5mg 30 Comprimidos,"R$58,19",Finastil
Synthroid Levotiroxina Sódica 150mcg 30 Comprimidos,"R$126,49",Synthroid
Claritromicina 500mg 10 Comprimidos Medley Genérico,"R$50,50",Medley
Cloridrato De Amitriptilina 75mg 30 Comprimidos EMS Genérico,"R$44,18",Ems
Aropax Cloridrato De Paroxetina 20mg 30 Comprimidos,"R$78,49",Aropax
Viagra Citrato De Sildenafila 25mg 4 Comprimidos,"R$43,69",Viagra
Glifage Cloridrato De Metformina 500mg 30 Comprimidos,"R$37,61",Glifage
Topamax Topiramato 100mg 60 Comprimidos,"R$272,99",Topamax
Gracial Desogestrel 25mcg/125mcg + Etinilestradio 40mcg/30mcg 22 Comprimidos,"R$121,99",Gracial
Norvasc Besilato De Anlodipino 5mg 30 Comprimidos,"R$26,79",Norvasc
Claritromicina 500mg 14 Comprimidos Medley Genérico,"R$892,98",Medley
"Celestone Soluspan Acetato De Betametasona 3mg/Ml + Fosfato Dissódico De Betametasona 3,945mg/Ml Solução Injetável 1 Ampola De 1ml","R$39,34",Celestone
Kaloba Pelargonium Sidoides 825mg/Ml Solução Oral 50ml,"R$28,75",Kaloba
Amoxicilina 500mg 30 Cápsulas Aché Genérico,"R$82,99",Aché
Pietra ED Dienogeste 2mg 30 Comprimidos,"R$101,99",Pietra Ed
Cardilol Carvedilol 25mg 30 Comprimidos,"R$32,99",Cardilol
Seretide Diskus Xinafoato De Salmeterol 50mcg + Propionato De Fluticazona 500mcg 60 Doses,"R$132,00",Seretide
Bactrim Sulfametoxazol 200mg + Trimetoprima 40mg Suspensão Oral 100ml,"R$36,59",Bactrim
Cloridrato De Sibutramina Monoidratado 15mg 30 Cápsulas Eurofarma Genérico,"R$63,99",Eurofarma
"Astro Azitromicina Di-Hidratada 1500mg Suspensão Oral 37,5ml + 1 Seringa Dosadora","R$73,99",Astro
Bup Cloridrato De Bupropiona 150mg 30 Comprimidos,"R$236,47",Bup
Flogo-Rosa Benzidamina 50mg/Ml Solução Ginecológica 100ml,"R$25,99",Flogo Rosa
"Decadron Dexametasona 0,1mg Elixir 120ml","R$42,39",Decadron
Cetrolac Trometamol Cetorolaco 5mg/Ml Solução Oftálmica Estéril 5ml,"R$76,99",Cetrolac
Imuran Azatioprina 50mg 50 Comprimidos,"R$141,99",Imuran
Depakene Valproato De Sódio 250mg/5ml Xarope 100ml,"R$38,39",Depakene
"Travoprosta 0,04mg Solução Oftalmológica 2,5ml EMS Genérico","R$35,39",Ems
Norvasc Besilato De Anlodipino 10mg 30 Comprimidos,"R$63,99",Norvasc
Equilid Sulpirida 50mg 20 Cápsulas,"R$214,99",Equilid
Gaballon Ácido Gamaminobutírico 50mg + L-Lisina 50mg + Tiamina 2mg + Piridoxina 4mg + Pantotenato De Cálcio 4mg 20 Comprimidos,"R$47,39",Gaballon
Drusolol Cloridrato De Dorzolamida 20mg/Ml + Maleato De Timolol 5mg/Ml Colírio 5ml,"R$74,99",Drusolol
"Level Levonorgestrel 0,1mg + Etinilestradiol 0,02mg 63 Comprimidos","R$59,99",Level
Cronobê Vitamina B12 5000mcg 2 Ampolas,"R$81,99",Cronobe
"Decadron Fosfato Dissódico De Dexametasona 4mg/2,5ml Solução Injetável 1 Ampola De 2,5ml","R$39,19",Decadron
Depakene Ácido Valproico 250mg 25 Cápsulas,"R$21,59",Depakene
Divelol Carvedilol 25mg 60 Comprimidos,"R$33,19",Divelol
Funtyl Cloridrato De Terbinafina 10mg/G Creme Dermatológico 20g,"R$26,55",Funtyl
Tebonin Ginkgo Biloba 120mg 30 Comprimidos,"R$70,99",Tebonin
Dexa-Citoneurin NFF Cianocobalamina 5.000mcg + Dexametasona 4mg + Piridoxina 100mg + Tiamina 100mg 3 Ampolas,"R$38,76",Dexa Citoneurin
Zargus Risperidona 1mg 30 Comprimidos,"R$259,57",Zargus
Tebonin Ginkgo Biloba 80mg 30 Comprimidos,"R$142,76",Tebonin
Atenolol 25mg 60 Comprimidos EMS Genérico,"R$48,79",Ems
"Selene Etinilestradiol 0,035mg + Acetato De Ciproterona 2mg 21 Comprimidos","R$49,39",Selene
Dermazine Sulfadiazina De Prata 10mg/G Creme Dermatológico 50g,"R$181,10",Dermazine
Diamicron MR Gliclazida 60mg 60 Comprimidos,"R$101,41",Diamicron
Zargus Risperidona 3mg 30 Comprimidos,"R$9,59",Zargus
Gabaneurin Gabapentina 600mg 27 Comprimidos,"R$34,79",Gabaneurin
Atenolol 100mg 30 Comprimidos Medley Genérico,"R$59,39",Medley
Loxonin Loxoprofeno Sódico 60mg 30 Comprimidos,"R$211,69",Loxonin
Lisador Dipirona 500mg + Adifenina 10mg + Prometazina 5mg 4 Comprimidos,"R$112,15",Lisador
Forfig Silimarina 200mg 20 Cápsulas,"R$47,79",Forfig
Levoid Levotiroxina Sódica 25mcg 30 Comprimidos,"R$233,99",Levoid
"Diclin Etinilestradiol 0,035mg + Acetato De Ciproterona 2mg 21 Comprimidos","R$23,69",Diclin
"Trok-G Dipropionato De Betametasona 0,5mg/G + Sulfato De Gentamicina 1mg/G Creme Dermatológico 30g","R$77,99",Trok-G
Tiorfan Racecadotrila 100mg 9 Cápsulas,"R$10,99",Tiorfan
"Micropil Gestodeno 0,075mg + Etinilestradiol 0,030mg 21 Comprimidos","R$142,49",Micropil
"Dermacerium Sulfadiazina De Prata 1% + Nitrato Ceri 0,4% Creme 50g","R$17,79",Dermacerium
Nisulid Nimesulida 100mg 12 Comprimidos Dispersíveis,"R$23,79",Nisulid
Onbrize Maleato De Indacaterol 300mg 30 Cápsulas Com Pó Para Inalação,"R$30,79",Onbrize
Euthyrox Levotiroxina Sódica 100mcg 50 Comprimidos,"R$46,39",Euthyrox
Bactrim Sulfametoxazol 200mg + Trimetoprima 40mg Suspensão Oral 100ml,"R$29,39",Bactrim
Clotrigel Clotrimazol 100mg/5g Creme Vaginal 20g + 3 Aplicadores,"R$88,49",Clotrigel
Mononitrato De Isossorbida 20mg 30 Comprimidos Aché Biosintética Genérico,"R$65,79",Aché
Atorvastatina Cálcica 80mg 30 Comprimidos EMS Genérico,"R$172,31",Ems
"Clopam Clonazepan 2,5mg/Ml Solução Oral 20ml","R$47,79",Clopam
Cardilol Carvedilol 25mg 60 Comprimidos,"R$38,23",Cardilol
Levoxin Levofloxacino Hemi-Hidratado 500mg 10 Comprimidos,"R$25,99",Levoxin
"Paratram Cloridrato De Tramadol 37,5mg + Paracetamol 325mg 20 Comprimidos","R$52,99",Paratram
"Iumi Drospirenona 3mg + Etinilestradiol 0,02mg 24 Comprimidos","R$11,72",Iumi
Cetrolac Trometamol Cetorolaco 5mg/Ml Solução Oftálmica Estéril 5ml,"R$10,09",Cetrolac
Imuran Azatioprina 50mg 50 Comprimidos,"R$197,99",Imuran
Cordarex Besilato De Anlodipino 5mg 30 Comprimidos,"R$28,69",Cordarex
Daxas Roflumilaste 500mcg 30 Comprimidos,"R$105,99",Daxas
"Esperson N Sulfato De Neomicina 2,5mg/G + Fosfato Dissodico De Dexametasona 7,145mg/G Pomada Dermatológica 20g","R$155,99",Esperson N
Equilid Sulpirida 50mg 20 Cápsulas,"R$87,25",Equilid
Andantol Gel 40g,"R$56,99",Andantol
"Esperson Desoximetasona 2,5mg/G Pomada Dermatológica 20g","R$63,99",Esperson
Tebonin Ginkgo Biloba 80mg 30 Comprimidos,"R$181,10",Tebonin
Baclon Baclofeno 10mg 20 Comprimidos,"R$101,41",Baclon
Zargus Risperidona 1mg 30 Comprimidos,"R$31,19",Zargus
"Somalium Bromazepam 2,5mg/Ml Solução Oral 20ml","R$49,39",Somalium
"Lumigan RC Bimatoprosta 0,1mg/Ml Solução Oftálmica Estéril 3ml","R$25,29",Lumigan
"Alprazolam 0,25mg 30 Comprimidos Medley Genérico","R$124,76",Medley
Cronobê Vitamina B12 5000mcg 2 Ampolas,"R$5,11",Cronobe
Nevrix IM Tiamina 100mg + Piridoxina 100mg + Cianocobalamina 5mg Solução Injetável 3 Ampolas De 2ml Cada,"R$39,19",Nevrix
"Level Levonorgestrel 0,1mg + Etinilestradiol 0,02mg 63 Comprimidos","R$25,89",Level
Alenia Fumarato De Formoterol 6mcg + Budesonida 100mcg 60 Cápsulas Para Inalação,"R$81,99",Alenia
Glifage XR Cloridrato De Metformina 1g 30 Comprimidos,"R$106,99",Glifage Xr
Pen-Ve-Oral Fenoximetilpenicilina Potássica 400.000UI/5ml Pó Para Solução Oral 60ml,"R$42,79",Pen-Ve-Oral
Lisinopril 5mg 30 Comprimidos Medley Genérico,"R$34,99",Medley
"Combigan Tartarato De Brimonidina 2mg/Ml + Maleato De Timolol 6,8mg/Ml Solução Oftálmica Estéril 10ml","R$14,27",Combigan
Diosmin SDU Diosmina 900mg + Hesperidina 100mg Laranja E Limão 15 Sachês De 5g Cada,"R$12,29",Diosmin
Effient 10mg 30 Comprimidos,"R$219,44",Effient
"Emistin Acetato De Dexametasona 1mg + Fumarato De Clemastina 0,5mg 20 Comprimidos","R$85,56",Emistin
Sinot Amoxicilina Tri-Hidratada 400mg Suspensão Oral 100ml,"R$352,97",Sinot
Viagra Citrato De Sildenafila 50mg 8 Comprimidos,"R$53,79",Viagra
Inibina Cloridrato De Isoxsuprina 10mg 30 Comprimidos,"R$42,39",Inibina
Serenata Cloridrato De Sertralina 50mg 30 Comprimidos,"R$274,98",Serenata
Invega Sustenna Palmitato De Paliperidon 100mg Solução Injetável 1ml,"R$148,99",Invega
Vitacid XT Tretinoína 1mg/G Creme 25g,"R$91,49",Vitacid
Ibuprofeno 400mg 10 Comprimidos Neo Química Genérico,"R$2713,84",Ibuprofeno
"Invega Sustenna Palmitato De Paliperidon 150mg Solução Injetável 1,5ml","R$60,59",Invega
Flavonid Diosmina 450mg + Hesperidina 50mg 30 Comprimidos,"R$26,06",Flavonid
Levoxin Levofloxacino Hemi-Hidratado 500mg 10 Comprimidos,"R$2720,00",Levoxin
Funtyl Cloridrato De Terbinafina 10mg/G Creme Dermatológico 20g,"R$60,59",Funtyl
"Flogo-Rosa Benzidamina 53,2mg/G Pó 10 Envelopes","R$50,90",Flogo Rosa
Atenolol 25mg 60 Comprimidos EMS Genérico,"R$155,99",Ems
Paco Paracetamol 500mg + Fosfato De Codeína 30mg 12 Comprimidos,"R$38,76",Paco
"Invega Sustenna Palmitato De Paliperidona 50mg Solução Injetável 0,5ml","R$51,99",Invega
Bactrim Sulfametoxazol 200mg + Trimetoprima 40mg Suspensão Oral 100ml,"R$9,59",Bactrim
Gastrol 20 Pastilhas Mastigáveis,"R$29,99",Gastrol
Redoxon Vitamina C 2g 10 Comprimidos Efervescentes,"R$1732,06",Redoxon
"Atensina Clonidina 0,100mg 30 Comprimidos","R$25,99",Atensina
"Lumigan Bimatoprosta 0,3mg/Ml Solução Oftálmica 3ml","R$21,42",Lumigan
Flebon Pycnogenol 50mg 30 Comprimidos,"R$24,79",Flebon
"Natifa Pro Estradiol 1mg + Noretisterona 0,5mg 28 Comprimidos","R$10,19",Natifa Pro
Cetrolac Trometamol Cetorolaco 5mg/Ml Solução Oftálmica Estéril 5ml,"R$181,00",Cetrolac
Imuran Azatioprina 50mg 50 Comprimidos,"R$82,99",Imuran
Manivasc Manidipino 20mcg 28 Comprimidos,"R$68,99",Manivasc
Nimesulida 50mg/Ml Gotas 15ml Aché Biosintética Genérico,"R$63,99",Aché
"Meloxicam 7,5mg 10 Comprimidos Eurofarma Genérico","R$214,99",Eurofarma
Fluimucil Acetilcisteína 100mg/Ml 5 Ampolas,"R$334,99",Fluimucil
Biofenac Diclofenaco Sódico 50mg 10 Comprimidos,"R$21,48",Biofenac
Alendronato De Sódio 70mg 8 Comprimidos Sandoz Genérico,"R$22,29",Sandoz
Venalot Cumarina 15mg + Troxerrutina 90mg 60 Comprimidos,"R$111,49",Venalot
Egide Topiramato 25mg 60 Comprimidos,"R$52,99",Egide
Artrosil Cetoprofeno 320mg 20 Cápsulas De Liberação Prolongada,"R$114,49",Artrosil
Primid Primidona 250mg 20 Comprimidos,"R$41,39",Primid
Verotina Cloridrato De Fluoxetina 20mg 28 Comprimidos,"R$117,49",Verotina
"Omnic Ocas Cloridrato De Tansulosina 0,4mg 30 Comprimidos","R$134,00",Omnic
Retemic Cloridrato De Oxibutinina 5mg 60 Comprimidos,"R$58,79",Retemic
Minian Desogestrel 150mcg + Etinilestradiol 20mcg 63 Comprimidos,"R$90,49",Minian
Ginkoba Ginkgo Biloba 120mg 30 Comprimidos,"R$101,99",Ginkoba
Insulina NovoRapid 100U/Ml Solução Injetável 1 Ampola De 10ml Geladeira,"R$81,59",Novorapid
Cloridrato De Memantina 10mg 30 Comprimidos Eurofarma Genérico,"R$165,98",Eurofarma
Baclon Baclofeno 10mg 20 Comprimidos,"R$13,89",Baclon
Femoston Conti Estradiol 1mg + Didrogesterona 5mg 28 Comprimidos,"R$31,19",Femoston
Reconter Oxalato De Escitalopram 10mg 30 Comprimidos,"R$92,49",Reconter
Siblima Gestodeno 60mcg + Etinilestradiol 15mcg 72 Comprimidos,"R$93,99",Siblima
"Somalium Bromazepam 2,5mg/Ml Solução Oral 20ml","R$92,49",Somalium
Rosuvastatina Cálcica 20mg 30 Comprimidos Sandoz Genérico,"R$25,29",Sandoz
Reconter Oxalato De Escitalopram 20mg 30 Comprimidos,"R$29,89",Reconter
Cefalexina 500mg 10 Comprimidos EMS Genérico,"R$193,99",Ems
Nevrix IM Tiamina 100mg + Piridoxina 100mg + Cianocobalamina 5mg Solução Injetável 3 Ampolas De 2ml Cada,"R$13,39",Nevrix
Gardenal Fenobarbital 100mg 20 Comprimidos,"R$25,89",Gardenal
Alenia Fumarato De Formoterol 6mcg + Budesonida 100mcg 60 Cápsulas Para Inalação,"R$12,30",Alenia
"Cetoconazol 20mg/G + Dipropiona De Betametasona 0,5mg/G Creme Dermatológico 30g Medley Genérico","R$106,99",Medley
Manivasc Manidipino 20mcg 28 Comprimidos,"R$14,89",Manivasc
Pen-Ve-Oral Fenoximetilpenicilina Potássica 400.000UI/5ml Pó Para Solução Oral 60ml,"R$12,66",Pen-Ve-Oral
Avalox Cloridrato De Moxifloxacino 400mg 5 Comprimidos,"R$334,99",Avalox
Levoxin Levofloxacino Hemi-Hidratado 500mg 14 Comprimidos,"R$34,99",Levoxin
"Levonorgestrel 1,5mg 1 Comprimido Neo Química Genérico","R$261,98",Neo Química
Combiron Fólico Ferrocarbonila 120mg + Associação 45 Comprimidos,"R$135,80",Combiron Folico
Bactrim Sulfametoxazol 200mg + Trimetoprima 40mg Suspensão Oral 100ml,"R$15,89",Bactrim
Nebacimed Pomada Bisnaga 15g,"R$44,59",Nebacimed
"Ultracet Cloridrato De Tramadol 37,5mg + Paracetamol 325mg 10 Comprimidos","R$25,99",Ultracet
Dipirona Monoidratada 1g 10 Comprimidos Neo Química Genérico,"R$13,19",Dipirona Sodica
Complexo Homeopático Senna 46 Almeida Prado 60 Comprimidos,"R$62,99",Almeida Prado
"Clopam Clonazepam 0,5mg 20 Comprimidos","R$23,99",Clopam
Siilif Brometo De Pinavério 100mg 60 Comprimidos,"R$36,19",Siilif
Mesidox Mesilato De Doxazosina 2mg 30 Comprimidos,"R$13,49",Mesidox
Alginac Diclofenaco Sódico 50mg + B1 50mg + B6 50mg + B12 1000mcg 15 Comprimidos,"R$180,99",Alginac
Cetrolac Trometamol Cetorolaco 5mg/Ml Solução Oftálmica Estéril 5ml,"R$37,79",Cetrolac
Imuran Azatioprina 50mg 50 Comprimidos,"R$28,99",Imuran
Torsilax Diclofenaco Sódico 50mg + Carisoprodol 125mg + Paracetamol 300mg + Cafeína 30mg 12 Comprimidos,"R$63,99",Torsilax
Deflaimmun Deflazacorte 30mg 10 Comprimidos,"R$214,99",Deflaimmun
"Lumigan Bimatoprosta 0,3mg/Ml Solução Oftálmica 5ml","R$13,39",Lumigan
Prelone Prednisolona 5mg 10 Comprimidos,"R$9,50",Prelone
Cloridrato De Clomipramina 25mg 20 Comprimidos EMS Genérico,"R$127,98",Ems
Ampicilina Tri-Hidratada 500mg 12 Comprimidos EMS Genérico,"R$275,01",Ems
Nexium Esomeprazol Magnésico Tri-Hidratado 20mg 14 Comprimidos,"R$94,49",Nexium
Rosuvastatina Cálcica 10mg 30 Comprimidos Sandoz Genérico,"R$25,29",Sandoz
Cloridrato De Sibutramina Monoidratado 15mg 30 Cápsulas Eurofarma Genérico,"R$42,39",Eurofarma
Ocupress Cloridrato De Dorzolamida 20mg/Ml Solução Oftálmica 5ml,"R$95,49",Ocupress
Haldol Haloperidol 1mg 20 Comprimidos,"R$8,49",Haldol
Vasopril Maleato De Enalapril 10mg + Hidroclorotiazida 25mg 60comprimidos,"R$103,99",Vasopril
